ncm;anexo;tipo;dispositivo;trecho
84459010;II;reducao;"RICMS/SE — Anexo II, pág. 222 do PDF de anexos";"MÁQUINAS DE BOBINAR (INCLUÍDAS AS BOBINADEIRAS DE TRAMA) OU DE DOBAR MATÉRIAS TÊXTEIS E MÁQUINAS PARA PREPARAÇÃO DE FIOS TÊXTEIS PARA SUA UTILIZAÇÃO NAS MÁQUINAS DAS POSIÇÕES 84.46 OU 84.47 34.1 Cardas para lã 8445.11.10 34.2 Cardas para fibras do Capítulo 53 8445.11.20 34.3 Outras cardas 8445.11.90"
84459020;II;reducao;"RICMS/SE — Anexo II, pág. 222 do PDF de anexos";"MÁQUINAS DE BOBINAR (INCLUÍDAS AS BOBINADEIRAS DE TRAMA) OU DE DOBAR MATÉRIAS TÊXTEIS E MÁQUINAS PARA PREPARAÇÃO DE FIOS TÊXTEIS PARA SUA UTILIZAÇÃO NAS MÁQUINAS DAS POSIÇÕES 84.46 OU 84.47 34.1 Cardas para lã 8445.11.10 34.2 Cardas para fibras do Capítulo 53 8445.11.20 34.3 Outras cardas 8445.11.90"
84459030;II;reducao;"RICMS/SE — Anexo II, pág. 222 do PDF de anexos";"MÁQUINAS DE BOBINAR (INCLUÍDAS AS BOBINADEIRAS DE TRAMA) OU DE DOBAR MATÉRIAS TÊXTEIS E MÁQUINAS PARA PREPARAÇÃO DE FIOS TÊXTEIS PARA SUA UTILIZAÇÃO NAS MÁQUINAS DAS POSIÇÕES 84.46 OU 84.47 34.1 Cardas para lã 8445.11.10 34.2 Cardas para fibras do Capítulo 53 8445.11.20 34.3 Outras cardas 8445.11.90"
84459040;II;reducao;"RICMS/SE — Anexo II, pág. 222 do PDF de anexos";"MÁQUINAS DE BOBINAR (INCLUÍDAS AS BOBINADEIRAS DE TRAMA) OU DE DOBAR MATÉRIAS TÊXTEIS E MÁQUINAS PARA PREPARAÇÃO DE FIOS TÊXTEIS PARA SUA UTILIZAÇÃO NAS MÁQUINAS DAS POSIÇÕES 84.46 OU 84.47 34.1 Cardas para lã 8445.11.10 34.2 Cardas para fibras do Capítulo 53 8445.11.20 34.3 Outras cardas 8445.11.90"
84459090;II;reducao;"RICMS/SE — Anexo II, pág. 222 do PDF de anexos";"MÁQUINAS DE BOBINAR (INCLUÍDAS AS BOBINADEIRAS DE TRAMA) OU DE DOBAR MATÉRIAS TÊXTEIS E MÁQUINAS PARA PREPARAÇÃO DE FIOS TÊXTEIS PARA SUA UTILIZAÇÃO NAS MÁQUINAS DAS POSIÇÕES 84.46 OU 84.47 34.1 Cardas para lã 8445.11.10 34.2 Cardas para fibras do Capítulo 53 8445.11.20 34.3 Outras cardas 8445.11.90"
84461010;II;reducao;"RICMS/SE — Anexo II, pág. 222 do PDF de anexos";"MÁQUINAS DE BOBINAR (INCLUÍDAS AS BOBINADEIRAS DE TRAMA) OU DE DOBAR MATÉRIAS TÊXTEIS E MÁQUINAS PARA PREPARAÇÃO DE FIOS TÊXTEIS PARA SUA UTILIZAÇÃO NAS MÁQUINAS DAS POSIÇÕES 84.46 OU 84.47 34.1 Cardas para lã 8445.11.10 34.2 Cardas para fibras do Capítulo 53 8445.11.20 34.3 Outras cardas 8445.11.90"
84461090;II;reducao;"RICMS/SE — Anexo II, pág. 222 do PDF de anexos";"MÁQUINAS DE BOBINAR (INCLUÍDAS AS BOBINADEIRAS DE TRAMA) OU DE DOBAR MATÉRIAS TÊXTEIS E MÁQUINAS PARA PREPARAÇÃO DE FIOS TÊXTEIS PARA SUA UTILIZAÇÃO NAS MÁQUINAS DAS POSIÇÕES 84.46 OU 84.47 34.1 Cardas para lã 8445.11.10 34.2 Cardas para fibras do Capítulo 53 8445.11.20 34.3 Outras cardas 8445.11.90"
84462100;II;reducao;"RICMS/SE — Anexo II, pág. 222 do PDF de anexos";"MÁQUINAS DE BOBINAR (INCLUÍDAS AS BOBINADEIRAS DE TRAMA) OU DE DOBAR MATÉRIAS TÊXTEIS E MÁQUINAS PARA PREPARAÇÃO DE FIOS TÊXTEIS PARA SUA UTILIZAÇÃO NAS MÁQUINAS DAS POSIÇÕES 84.46 OU 84.47 34.1 Cardas para lã 8445.11.10 34.2 Cardas para fibras do Capítulo 53 8445.11.20 34.3 Outras cardas 8445.11.90"
84462900;II;reducao;"RICMS/SE — Anexo II, pág. 222 do PDF de anexos";"MÁQUINAS DE BOBINAR (INCLUÍDAS AS BOBINADEIRAS DE TRAMA) OU DE DOBAR MATÉRIAS TÊXTEIS E MÁQUINAS PARA PREPARAÇÃO DE FIOS TÊXTEIS PARA SUA UTILIZAÇÃO NAS MÁQUINAS DAS POSIÇÕES 84.46 OU 84.47 34.1 Cardas para lã 8445.11.10 34.2 Cardas para fibras do Capítulo 53 8445.11.20 34.3 Outras cardas 8445.11.90"
84463010;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"35.5 Teares para tecidos de largura superior a 30cm, sem lançadeiras, a jato de ar 8446.30.10 35.6 Teares para tecidos de largura superior a 30cm, sem lançadeiras, a jato de água 8446.30.20 35.7 Teares para tecidos de largura superior a 30cm, sem lançadeiras, de projétil 8446.30.30 35.8 Teares para "
84463020;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"35.5 Teares para tecidos de largura superior a 30cm, sem lançadeiras, a jato de ar 8446.30.10 35.6 Teares para tecidos de largura superior a 30cm, sem lançadeiras, a jato de água 8446.30.20 35.7 Teares para tecidos de largura superior a 30cm, sem lançadeiras, de projétil 8446.30.30 35.8 Teares para "
84463030;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"35.5 Teares para tecidos de largura superior a 30cm, sem lançadeiras, a jato de ar 8446.30.10 35.6 Teares para tecidos de largura superior a 30cm, sem lançadeiras, a jato de água 8446.30.20 35.7 Teares para tecidos de largura superior a 30cm, sem lançadeiras, de projétil 8446.30.30 35.8 Teares para "
84463040;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"35.5 Teares para tecidos de largura superior a 30cm, sem lançadeiras, a jato de ar 8446.30.10 35.6 Teares para tecidos de largura superior a 30cm, sem lançadeiras, a jato de água 8446.30.20 35.7 Teares para tecidos de largura superior a 30cm, sem lançadeiras, de projétil 8446.30.30 35.8 Teares para "
84463090;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"35.5 Teares para tecidos de largura superior a 30cm, sem lançadeiras, a jato de ar 8446.30.10 35.6 Teares para tecidos de largura superior a 30cm, sem lançadeiras, a jato de água 8446.30.20 35.7 Teares para tecidos de largura superior a 30cm, sem lançadeiras, de projétil 8446.30.30 35.8 Teares para "
84471100;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"MÁQUINAS PARA INSERIR TUFOS 36.1 Teares circulares para malhas com cilindro de diâmetro não superior a 165mm 8447.11.00 36.2 Teares circulares para malhas com cilindro de diâmetro superior a 165mm 8447.12.00 36.3 Teares retilíneos para malhas; máquinas de costura por entrelaçamento ('couture - trico"
84471200;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"MÁQUINAS PARA INSERIR TUFOS 36.1 Teares circulares para malhas com cilindro de diâmetro não superior a 165mm 8447.11.00 36.2 Teares circulares para malhas com cilindro de diâmetro superior a 165mm 8447.12.00 36.3 Teares retilíneos para malhas; máquinas de costura por entrelaçamento ('couture - trico"
84472021;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"MÁQUINAS PARA INSERIR TUFOS 36.1 Teares circulares para malhas com cilindro de diâmetro não superior a 165mm 8447.11.00 36.2 Teares circulares para malhas com cilindro de diâmetro superior a 165mm 8447.12.00 36.3 Teares retilíneos para malhas; máquinas de costura por entrelaçamento ('couture - trico"
84472029;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"MÁQUINAS PARA INSERIR TUFOS 36.1 Teares circulares para malhas com cilindro de diâmetro não superior a 165mm 8447.11.00 36.2 Teares circulares para malhas com cilindro de diâmetro superior a 165mm 8447.12.00 36.3 Teares retilíneos para malhas; máquinas de costura por entrelaçamento ('couture - trico"
84472030;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"MÁQUINAS PARA INSERIR TUFOS 36.1 Teares circulares para malhas com cilindro de diâmetro não superior a 165mm 8447.11.00 36.2 Teares circulares para malhas com cilindro de diâmetro superior a 165mm 8447.12.00 36.3 Teares retilíneos para malhas; máquinas de costura por entrelaçamento ('couture - trico"
84479010;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"MÁQUINAS PARA INSERIR TUFOS 36.1 Teares circulares para malhas com cilindro de diâmetro não superior a 165mm 8447.11.00 36.2 Teares circulares para malhas com cilindro de diâmetro superior a 165mm 8447.12.00 36.3 Teares retilíneos para malhas; máquinas de costura por entrelaçamento ('couture - trico"
84479020;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"MÁQUINAS PARA INSERIR TUFOS 36.1 Teares circulares para malhas com cilindro de diâmetro não superior a 165mm 8447.11.00 36.2 Teares circulares para malhas com cilindro de diâmetro superior a 165mm 8447.12.00 36.3 Teares retilíneos para malhas; máquinas de costura por entrelaçamento ('couture - trico"
84479090;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"MÁQUINAS PARA INSERIR TUFOS 36.1 Teares circulares para malhas com cilindro de diâmetro não superior a 165mm 8447.11.00 36.2 Teares circulares para malhas com cilindro de diâmetro superior a 165mm 8447.12.00 36.3 Teares retilíneos para malhas; máquinas de costura por entrelaçamento ('couture - trico"
84481110;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"PARTES E ACESSÓRIOS RECONHECÍVEIS COMO EXCLUSIVA OU PRINCIPALMENTE DESTINADOS ÀS MÁQUINAS DA PRESENTE POSIÇÃO OU DAS POSIÇÕES 84.44, 84.45, 84.46 OU 84.47 (POR EXEMPLO, FUSOS, ALETAS, GUARNIÇÕES DE CARDAS, PENTES, BARRAS, FIEIRAS, LANÇADEIRAS, LIÇOS E QUADROS DE LIÇOS, AGULHAS, PLATINAS, GANCHOS) 37"
84481120;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"PARTES E ACESSÓRIOS RECONHECÍVEIS COMO EXCLUSIVA OU PRINCIPALMENTE DESTINADOS ÀS MÁQUINAS DA PRESENTE POSIÇÃO OU DAS POSIÇÕES 84.44, 84.45, 84.46 OU 84.47 (POR EXEMPLO, FUSOS, ALETAS, GUARNIÇÕES DE CARDAS, PENTES, BARRAS, FIEIRAS, LANÇADEIRAS, LIÇOS E QUADROS DE LIÇOS, AGULHAS, PLATINAS, GANCHOS) 37"
84481190;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"PARTES E ACESSÓRIOS RECONHECÍVEIS COMO EXCLUSIVA OU PRINCIPALMENTE DESTINADOS ÀS MÁQUINAS DA PRESENTE POSIÇÃO OU DAS POSIÇÕES 84.44, 84.45, 84.46 OU 84.47 (POR EXEMPLO, FUSOS, ALETAS, GUARNIÇÕES DE CARDAS, PENTES, BARRAS, FIEIRAS, LANÇADEIRAS, LIÇOS E QUADROS DE LIÇOS, AGULHAS, PLATINAS, GANCHOS) 37"
84481900;II;reducao;"RICMS/SE — Anexo II, pág. 223 do PDF de anexos";"PARTES E ACESSÓRIOS RECONHECÍVEIS COMO EXCLUSIVA OU PRINCIPALMENTE DESTINADOS ÀS MÁQUINAS DA PRESENTE POSIÇÃO OU DAS POSIÇÕES 84.44, 84.45, 84.46 OU 84.47 (POR EXEMPLO, FUSOS, ALETAS, GUARNIÇÕES DE CARDAS, PENTES, BARRAS, FIEIRAS, LANÇADEIRAS, LIÇOS E QUADROS DE LIÇOS, AGULHAS, PLATINAS, GANCHOS) 37"
84522110;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84522120;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84522190;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84522910;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84522921;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84522922;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84522923;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84522929;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84522924;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84522925;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84531010;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84531090;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84532000;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84538000;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84541000;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84542010;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84542090;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84543010;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84543020;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84543090;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84549010;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84549090;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84551000;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84552110;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84552190;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84552210;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84552290;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84553010;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84553020;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84553090;II;reducao;"RICMS/SE — Anexo II, pág. 225 do PDF de anexos";"41.1 Unidades automáticas para costurar couros ou peles 8452.21.10 41.2 Unidades automáticas para costurar tecidos 8452.21.20 41.3 Outras máquinas de costura 8452.21.90 41.4 Outras máquinas para costurar couro ou pele e seus artigos 8452.29.10 41.5 Remalhadeiras 8452.29.21 41.6 Máquinas para casear "
84559000;II;reducao;"RICMS/SE — Anexo II, pág. 243 do PDF de anexos";"a) coquilhas 8480.41.00 e 8480.49.10 b) moldes de tipografia 8480.41.00 e 8480.49.90 c) outros 8480.41.00 e 8480.49.90 4.46.4 - Moldes para vidro 8480.50.00 4.46.5 - Moldes para matérias minerais 8480.60.00 4.46.6 - Moldes para borracha ou plástico: a) para moldagem por injeção ou por compressão 848"
84563011;II;reducao;"RICMS/SE — Anexo II, pág. 226 do PDF de anexos";"bobinadeira “lavinghead” para bitolas de diâmetro 5,50 a25 mm; enroladeira/bobinadeira “recoiller” para bitolas de diâmetro 20 a 50mm 45 MÁQUINAS - FERRAMENTAS QUE TRABALHEM POR ELIMINAÇÃO DE QUALQUER MATÉRIA, OPERANDO POR 'LASER' OU POR OUTRO FEIXE DE LUZ OU DE FÓTONS, POR ULTRA - SOM, POR ELETROER"
84563019;II;reducao;"RICMS/SE — Anexo II, pág. 226 do PDF de anexos";"bobinadeira “lavinghead” para bitolas de diâmetro 5,50 a25 mm; enroladeira/bobinadeira “recoiller” para bitolas de diâmetro 20 a 50mm 45 MÁQUINAS - FERRAMENTAS QUE TRABALHEM POR ELIMINAÇÃO DE QUALQUER MATÉRIA, OPERANDO POR 'LASER' OU POR OUTRO FEIXE DE LUZ OU DE FÓTONS, POR ULTRA - SOM, POR ELETROER"
84563090;II;reducao;"RICMS/SE — Anexo II, pág. 226 do PDF de anexos";"bobinadeira “lavinghead” para bitolas de diâmetro 5,50 a25 mm; enroladeira/bobinadeira “recoiller” para bitolas de diâmetro 20 a 50mm 45 MÁQUINAS - FERRAMENTAS QUE TRABALHEM POR ELIMINAÇÃO DE QUALQUER MATÉRIA, OPERANDO POR 'LASER' OU POR OUTRO FEIXE DE LUZ OU DE FÓTONS, POR ULTRA - SOM, POR ELETROER"
84571000;II;reducao;"RICMS/SE — Anexo II, pág. 226 do PDF de anexos";"bobinadeira “lavinghead” para bitolas de diâmetro 5,50 a25 mm; enroladeira/bobinadeira “recoiller” para bitolas de diâmetro 20 a 50mm 45 MÁQUINAS - FERRAMENTAS QUE TRABALHEM POR ELIMINAÇÃO DE QUALQUER MATÉRIA, OPERANDO POR 'LASER' OU POR OUTRO FEIXE DE LUZ OU DE FÓTONS, POR ULTRA - SOM, POR ELETROER"
84572010;II;reducao;"RICMS/SE — Anexo II, pág. 226 do PDF de anexos";"bobinadeira “lavinghead” para bitolas de diâmetro 5,50 a25 mm; enroladeira/bobinadeira “recoiller” para bitolas de diâmetro 20 a 50mm 45 MÁQUINAS - FERRAMENTAS QUE TRABALHEM POR ELIMINAÇÃO DE QUALQUER MATÉRIA, OPERANDO POR 'LASER' OU POR OUTRO FEIXE DE LUZ OU DE FÓTONS, POR ULTRA - SOM, POR ELETROER"
84572090;II;reducao;"RICMS/SE — Anexo II, pág. 226 do PDF de anexos";"bobinadeira “lavinghead” para bitolas de diâmetro 5,50 a25 mm; enroladeira/bobinadeira “recoiller” para bitolas de diâmetro 20 a 50mm 45 MÁQUINAS - FERRAMENTAS QUE TRABALHEM POR ELIMINAÇÃO DE QUALQUER MATÉRIA, OPERANDO POR 'LASER' OU POR OUTRO FEIXE DE LUZ OU DE FÓTONS, POR ULTRA - SOM, POR ELETROER"
84573010;II;reducao;"RICMS/SE — Anexo II, pág. 226 do PDF de anexos";"bobinadeira “lavinghead” para bitolas de diâmetro 5,50 a25 mm; enroladeira/bobinadeira “recoiller” para bitolas de diâmetro 20 a 50mm 45 MÁQUINAS - FERRAMENTAS QUE TRABALHEM POR ELIMINAÇÃO DE QUALQUER MATÉRIA, OPERANDO POR 'LASER' OU POR OUTRO FEIXE DE LUZ OU DE FÓTONS, POR ULTRA - SOM, POR ELETROER"
84573090;II;reducao;"RICMS/SE — Anexo II, pág. 226 do PDF de anexos";"bobinadeira “lavinghead” para bitolas de diâmetro 5,50 a25 mm; enroladeira/bobinadeira “recoiller” para bitolas de diâmetro 20 a 50mm 45 MÁQUINAS - FERRAMENTAS QUE TRABALHEM POR ELIMINAÇÃO DE QUALQUER MATÉRIA, OPERANDO POR 'LASER' OU POR OUTRO FEIXE DE LUZ OU DE FÓTONS, POR ULTRA - SOM, POR ELETROER"
84581110;II;reducao;"RICMS/SE — Anexo II, pág. 226 do PDF de anexos";"bobinadeira “lavinghead” para bitolas de diâmetro 5,50 a25 mm; enroladeira/bobinadeira “recoiller” para bitolas de diâmetro 20 a 50mm 45 MÁQUINAS - FERRAMENTAS QUE TRABALHEM POR ELIMINAÇÃO DE QUALQUER MATÉRIA, OPERANDO POR 'LASER' OU POR OUTRO FEIXE DE LUZ OU DE FÓTONS, POR ULTRA - SOM, POR ELETROER"
