ncm;regime;cst;norma;dispositivo;trecho
02063000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 121";"Carnes bovina, suína, ovina, caprina e de aves e produtos de origem animal classificados nos seguintes códigos da TIPI: a) 02.01, 02.02, 0206.10.00, 0206.2, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1; b) 02.03, 0206.30.00, 0206.4, 02.07, 02.09 e 0210.1 e carne de frango classificada no código 0210.99.00; e c) 02.04 e miudezas comestíveis de ovinos e caprinos classificadas no código 0206.80.00;"
05069000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 121";"Carnes bovina, suína, ovina, caprina e de aves e produtos de origem animal classificados nos seguintes códigos da TIPI: a) 02.01, 02.02, 0206.10.00, 0206.2, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1; b) 02.03, 0206.30.00, 0206.4, 02.07, 02.09 e 0210.1 e carne de frango classificada no código 0210.99.00; e c) 02.04 e miudezas comestíveis de ovinos e caprinos classificadas no código 0206.80.00;"
1502101;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 121";"Carnes bovina, suína, ovina, caprina e de aves e produtos de origem animal classificados nos seguintes códigos da TIPI: a) 02.01, 02.02, 0206.10.00, 0206.2, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1; b) 02.03, 0206.30.00, 0206.4, 02.07, 02.09 e 0210.1 e carne de frango classificada no código 0210.99.00; e c) 02.04 e miudezas comestíveis de ovinos e caprinos classificadas no código 0206.80.00;"
02102000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 121";"Carnes bovina, suína, ovina, caprina e de aves e produtos de origem animal classificados nos seguintes códigos da TIPI: a) 02.01, 02.02, 0206.10.00, 0206.2, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1; b) 02.03, 0206.30.00, 0206.4, 02.07, 02.09 e 0210.1 e carne de frango classificada no código 0210.99.00; e c) 02.04 e miudezas comestíveis de ovinos e caprinos classificadas no código 0206.80.00;"
02101;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 121";"Carnes bovina, suína, ovina, caprina e de aves e produtos de origem animal classificados nos seguintes códigos da TIPI: a) 02.01, 02.02, 0206.10.00, 0206.2, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1; b) 02.03, 0206.30.00, 0206.4, 02.07, 02.09 e 0210.1 e carne de frango classificada no código 0210.99.00; e c) 02.04 e miudezas comestíveis de ovinos e caprinos classificadas no código 0206.80.00;"
02062;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 121";"Carnes bovina, suína, ovina, caprina e de aves e produtos de origem animal classificados nos seguintes códigos da TIPI: a) 02.01, 02.02, 0206.10.00, 0206.2, 0210.20.00, 0506.90.00, 0510.00.10 e 1502.10.1; b) 02.03, 0206.30.00, 0206.4, 02.07, 02.09 e 0210.1 e carne de frango classificada no código 0210.99.00; e c) 02.04 e miudezas comestíveis de ovinos e caprinos classificadas no código 0206.80.00;"
03029000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 122";"Peixes e outros produtos classificados nos seguintes códigos da TIPI:"
17019900;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 124";"Açúcar classificado nos códigos 1701.14.00 e 1701.99.00 da TIPI"
17011400;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 124";"Açúcar classificado nos códigos 1701.14.00 e 1701.99.00 da TIPI"
1508;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 125";"Óleo de soja classificado na posição 15.07 da TIPI e outros óleos vegetais classificados nas posições 15.08 a 15.14 da TIPI"
04051000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 126";"Manteiga classificada no código 0405.10.00 da TIPI"
15171000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 127";"Margarina classificada no código 1517.10.00"
34011190;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 128";"Sabões de toucador classificados no código 3401.11.90 Ex 01 da TIPI"
48181000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 130";"Papel higiênico classificado no código 4818.10.00 da TIPI"
8703;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 207";"Valores recebidos pelos concessionários de que trata a Lei nº 6.729/1979, pela intermediação ou entrega dos veículos classificados nas posições 87.03 e 87.04 da TIPI, vendidos diretamente ao consumidor final"
8704;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 207";"Valores recebidos pelos concessionários de que trata a Lei nº 6.729/1979, pela intermediação ou entrega dos veículos classificados nas posições 87.03 e 87.04 da TIPI, vendidos diretamente ao consumidor final"
87021000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 208";"Veículos novos montados sobre chassis, com capacidade para vinte e três a quarenta e quatro passageiros, classificados no código 8702.10.00 Ex. 02 e 8702.90.90 Ex 02, da TIPI, destinados ao transporte escolar para a educação básica na zona rural das redes estadual, municipal e distrital, quando adquiridos pelos Estados, Municípios e pelo Distrito Federal"
87029090;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 208";"Veículos novos montados sobre chassis, com capacidade para vinte e três a quarenta e quatro passageiros, classificados no código 8702.10.00 Ex. 02 e 8702.90.90 Ex 02, da TIPI, destinados ao transporte escolar para a educação básica na zona rural das redes estadual, municipal e distrital, quando adquiridos pelos Estados, Municípios e pelo Distrito Federal"
89019000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 209";"Embarcações novas, com capacidade para vinte a trinta e cinco passageiros, classificadas no código 8901.90.00 da TIPI, destinadas ao transporte escolar para a educação básica na zona rural das redes estadual, municipal e distrital, quando adquiridos pelos Estados, Municípios e pelo Distrito Federal"
87100000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 211";"Veículos e carros blindados de combate, novos, armados ou não, e suas partes, produzidos no Brasil, com peso bruto total até 30 (trinta) toneladas, classificados na posição 8710.00.00 da TIPI, destinados ao uso das Forças Armadas ou órgãos de segurança pública brasileiros, quando adquiridos por órgãos e entidades da administração pública direta"
27111910;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 219";"GLP* quando destinado ao uso doméstico e envasado em recipientes de até treze quilogramas."
85023100;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 223";"Receitas decorrentes da venda de produtos classificados no Ex 01 do código 8503.00.90 da Tipi, exceto pás eólicas. utilizados exclusiva ou principalmente em aerogeradores classificados no código 8502.31.00 da Tipi."
85030090;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 223";"Receitas decorrentes da venda de produtos classificados no Ex 01 do código 8503.00.90 da Tipi, exceto pás eólicas. utilizados exclusiva ou principalmente em aerogeradores classificados no código 8502.31.00 da Tipi."
94;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 304";"Almofadas antiescaras classificadas nos Capítulos 39, 40, 63 e 94 da NCM"
63;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 304";"Almofadas antiescaras classificadas nos Capítulos 39, 40, 63 e 94 da NCM"
39;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 304";"Almofadas antiescaras classificadas nos Capítulos 39, 40, 63 e 94 da NCM"
40;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 304";"Almofadas antiescaras classificadas nos Capítulos 39, 40, 63 e 94 da NCM"
29;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 306";"Produtos químicosclassificados no Capítulo 29 da Nomenclatura Comum do Mercosul – NCM"
29;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 307";"Produtos químicos intermediários de síntese, classificados no Capítulo 29 da NCM"
4015;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 308";"Produtos destinados ao uso em hospitais, clínicas e consultórios médicos e odontológicos, campanhas de saúde realizadas pelo poder público, laboratório de anatomia patológica, citológica ou de análises clínicas, classificados nas posições 30.02, 30.06, 39.26, 40.15 e 90.18, da NCM"
3006;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 308";"Produtos destinados ao uso em hospitais, clínicas e consultórios médicos e odontológicos, campanhas de saúde realizadas pelo poder público, laboratório de anatomia patológica, citológica ou de análises clínicas, classificados nas posições 30.02, 30.06, 39.26, 40.15 e 90.18, da NCM"
9018;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 308";"Produtos destinados ao uso em hospitais, clínicas e consultórios médicos e odontológicos, campanhas de saúde realizadas pelo poder público, laboratório de anatomia patológica, citológica ou de análises clínicas, classificados nas posições 30.02, 30.06, 39.26, 40.15 e 90.18, da NCM"
3002;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 308";"Produtos destinados ao uso em hospitais, clínicas e consultórios médicos e odontológicos, campanhas de saúde realizadas pelo poder público, laboratório de anatomia patológica, citológica ou de análises clínicas, classificados nas posições 30.02, 30.06, 39.26, 40.15 e 90.18, da NCM"
3926;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 308";"Produtos destinados ao uso em hospitais, clínicas e consultórios médicos e odontológicos, campanhas de saúde realizadas pelo poder público, laboratório de anatomia patológica, citológica ou de análises clínicas, classificados nas posições 30.02, 30.06, 39.26, 40.15 e 90.18, da NCM"
90214000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 309";"Produtos classificados nos códigos 8443.32.22, 8469.00.39 Ex 01, 8714.20.00, 9021.40.00, 9021.90.82 e 9021.90.92, todos da Tipi"
90219092;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 309";"Produtos classificados nos códigos 8443.32.22, 8469.00.39 Ex 01, 8714.20.00, 9021.40.00, 9021.90.82 e 9021.90.92, todos da Tipi"
87142000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 309";"Produtos classificados nos códigos 8443.32.22, 8469.00.39 Ex 01, 8714.20.00, 9021.40.00, 9021.90.82 e 9021.90.92, todos da Tipi"
84433222;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 309";"Produtos classificados nos códigos 8443.32.22, 8469.00.39 Ex 01, 8714.20.00, 9021.40.00, 9021.90.82 e 9021.90.92, todos da Tipi"
84690039;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 309";"Produtos classificados nos códigos 8443.32.22, 8469.00.39 Ex 01, 8714.20.00, 9021.40.00, 9021.90.82 e 9021.90.92, todos da Tipi"
90219082;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 309";"Produtos classificados nos códigos 8443.32.22, 8469.00.39 Ex 01, 8714.20.00, 9021.40.00, 9021.90.82 e 9021.90.92, todos da Tipi"
84701000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 310";"Calculadoras equipadas com sintetizador de voz classificadas no código 8470.10.00 Ex 01 da TIPI"
84716052;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 311";"Teclados com colmeia classificados no código 8471.60.52 da TIPI"
84716053;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 312";"Indicadores ou apontadores - mouses - com entrada para acionador classificados no código 8471.60.53 da TIPI"
84716090;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 313";"Linhas braile classificadas no código 8471.60.90 Ex 01da TIPI"
84719014;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 314";"Digitalizadores de imagens - scanners - equipados com sintetizador de voz classificados no código 8471.90.14 Ex 01 da TIPI"
84721000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 315";"Duplicadores braile classificados no código 8472.10.00 Ex 01 da TIPI"
84716053;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 316";"Acionadores de pressão classificados no código 8471.60.53 Ex.02 da TIPI"
85258019;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 317";"Lupas eletrônicas do tipo utilizado por pessoas com deficiência visual classificadas no código 8525.80.19 Ex 01 da TIPI"
90214000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 318";"Implantes cocleares classificados no código 9021.40.00 da TIPI"
90213980;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 319";"Próteses oculares classificadas no código 9021.39.80 da TIPI"
90189099;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 322";"Neuroestimuladores para tremor essencial/Parkinson, classificados no código 9021.90.19, e seus acessórios, classificados nos códigos 9018.90.99, 9021.90.91 e 9021.90.99, todos da Tipi."
90219019;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 322";"Neuroestimuladores para tremor essencial/Parkinson, classificados no código 9021.90.19, e seus acessórios, classificados nos códigos 9018.90.99, 9021.90.91 e 9021.90.99, todos da Tipi."
90219099;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 322";"Neuroestimuladores para tremor essencial/Parkinson, classificados no código 9021.90.19, e seus acessórios, classificados nos códigos 9018.90.99, 9021.90.91 e 9021.90.99, todos da Tipi."
90219091;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 322";"Neuroestimuladores para tremor essencial/Parkinson, classificados no código 9021.90.19, e seus acessórios, classificados nos códigos 9018.90.99, 9021.90.91 e 9021.90.99, todos da Tipi."
21069010;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 904";"Preparações compostas não-alcoólicas, classificadas no código 2106.90.10 Ex 01 da TIPI, destinadas à elaboração de bebidas pelas pessoas jurídicas industriais dos produtos referidos no art. 58-A da Lei n o 10.833/2003"
8710;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 905";"Material de defesa, classificado nas posições 87.10.00.00 e 89.06.10.00 da TIPI, além de partes, peças, componentes, ferramentais, insumos, equipamentos e matérias-primas a serem empregados na sua industrialização, montagem, manutenção, modernização e conversão"
22011000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 914";"R eceita decorrente da venda de águas minerais naturais comercializadas em recipientes com capacidade nominal inferior a 10 (dez) litros ou igual ou superior a 10 (dez) litros classificadas no código 2201.10.00 Ex 01 e Ex 02 da Tipi, aprovada pelo Decreto n o 7.660, de 23 de dezembro de 2011."
22029000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 918";"R eceita decorrente da venda de bebidas frias, classificadas nos códigos 2106.90.10 Ex02; 22.01 ( exceto os Ex 01 e Ex 02 do código 2201.10.00); 22.02 (exceto os Ex 01, Ex 02 e Ex 03 do código 2202.90.00); e 22.02.90.00 Ex 03 e 22.03 da TIPI, quando auferida pela pessoa jurídica varejista, assim considerada, a pessoa jurídica cuja receita decorrente de venda de bens e serviços a consumidor final no ano-calendário imediatamente anterior ao da operação houver sido igual ou superior a 75% (setenta e cinco por cento) de sua receita total de venda de bens e serviços no mesmo período, depois de excluídos os impostos e contribuições incidentes sobre a venda."
21069010;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 918";"R eceita decorrente da venda de bebidas frias, classificadas nos códigos 2106.90.10 Ex02; 22.01 ( exceto os Ex 01 e Ex 02 do código 2201.10.00); 22.02 (exceto os Ex 01, Ex 02 e Ex 03 do código 2202.90.00); e 22.02.90.00 Ex 03 e 22.03 da TIPI, quando auferida pela pessoa jurídica varejista, assim considerada, a pessoa jurídica cuja receita decorrente de venda de bens e serviços a consumidor final no ano-calendário imediatamente anterior ao da operação houver sido igual ou superior a 75% (setenta e cinco por cento) de sua receita total de venda de bens e serviços no mesmo período, depois de excluídos os impostos e contribuições incidentes sobre a venda."
22011000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 918";"R eceita decorrente da venda de bebidas frias, classificadas nos códigos 2106.90.10 Ex02; 22.01 ( exceto os Ex 01 e Ex 02 do código 2201.10.00); 22.02 (exceto os Ex 01, Ex 02 e Ex 03 do código 2202.90.00); e 22.02.90.00 Ex 03 e 22.03 da TIPI, quando auferida pela pessoa jurídica varejista, assim considerada, a pessoa jurídica cuja receita decorrente de venda de bens e serviços a consumidor final no ano-calendário imediatamente anterior ao da operação houver sido igual ou superior a 75% (setenta e cinco por cento) de sua receita total de venda de bens e serviços no mesmo período, depois de excluídos os impostos e contribuições incidentes sobre a venda."
40132000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 919";"Receita auferida na venda de pneumáticos e câmaras de ar de borracha para bicicletas classificados nos códigos 4011.50.00 e 4013.20.00 da Tipi, quando efetuada por PJ fabricante que utilizar no processo de industrialização, em estabelecimentos implantados na ZFM, de acordo com o processo produtivo básico fixado em legislação específica, borracha natural produzida por extrativismo não madeireiro na Região Norte"
40115000;zero;06;"Tabela 4.3.13 – Produtos Sujeitos à Alíquota Zero da Contribuição Social CST 06 – Versão 1.34- Atualizada em 16/04/2025";"Codigo da natureza da receita 919";"Receita auferida na venda de pneumáticos e câmaras de ar de borracha para bicicletas classificados nos códigos 4011.50.00 e 4013.20.00 da Tipi, quando efetuada por PJ fabricante que utilizar no processo de industrialização, em estabelecimentos implantados na ZFM, de acordo com o processo produtivo básico fixado em legislação específica, borracha natural produzida por extrativismo não madeireiro na Região Norte"
0090;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
2200;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8111;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
9200;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8107;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8105;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
9700;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
8103;isencao;07;"Tabela 4.3.14 - Tabela Operações com Isenção da Contribuição Social (CST 07) - Versão 1.0.4 - Atualizada em 28/04/2026";"Codigo da natureza da receita 904";"Desperdícios, resíduos ou aparas de plástico, de papel ou cartão, de vidro, de ferro ou aço, de cobre, de níquel, de alumínio, de chumbo, de zinco e de estanho, e demais desperdícios e resíduos metálicos do Capítulo 81 da Tipi, quando vendidos para pessoa jurídica que apure o imposto de renda com base no lucro real e que utilize os referidos insumos como matéria-prima ou material secundário ."
